chr	start	end	exon	CCDS	ranks	len	strand
3	57237492	57237551	ENSE00003599120	CCDS2882.1	3	60	1
3	57238045	57238116	ENSE00003522948	CCDS2882.1	4	72	1
3	57253682	57253738	ENSE00003472631	CCDS2882.1	13	57	1
3	57267742	57267792	ENSE00003594957	CCDS2882.1	20	51	1
3	57268398	57268487	ENSE00001032946	CCDS2882.1	21	90	1
3	57498500	57498538	ENSE00003747372	CCDS33771.1	12	39	-1
3	57523583	57523609	ENSE00002249541	CCDS33771.1	4	27	-1
3	57577316	57577387	ENSE00003473036	CCDS2884.1	4	72	-1
3	57628811	57628885	ENSE00001180641	CCDS33773.1	19	75	-1
3	57630925	57630978	ENSE00001180654	CCDS33773.1	16	54	-1
3	57633265	57633354	ENSE00001180658	CCDS33773.1	15	90	-1
3	57659118	57659180	ENSE00003623360	CCDS33773.1	8	63	-1
3	57663636	57663716	ENSE00003660017	CCDS33773.1	5	81	-1
3	57672400	57672438	ENSE00003465436	CCDS33773.1	2	39	-1
3	57849754	57849816	ENSE00003473596	CCDS33774.1,CCDS33774.1	6,5	63	1
3	57857733	57857828	ENSE00003619002	CCDS33774.1,CCDS33774.1	7,6	96	1
3	57858088	57858159	ENSE00003596953	CCDS33774.1,CCDS33774.1	8,7	72	1
3	58096141	58096218	ENSE00001295579	CCDS54601.1,CCDS54599.1,CCDS2885.1,CCDS54600.1	6,6,6,6	78	1
3	58141858	58141896	ENSE00001718921	CCDS54600.1	30	39	1
3	58141858	58141929	ENSE00001302065	CCDS2885.1,CCDS54599.1	30,31	72	1
3	58365874	58365924	ENSE00001235124	CCDS74952.1,CCDS2889.1,CCDS74952.1	2,2,2	51	1
3	58369431	58369478	ENSE00001235118	CCDS74952.1,CCDS74952.1,CCDS2889.1,CCDS74954.1	3,3,3,2	48	1
3	58391773	58391847	ENSE00003522461	CCDS74954.1,CCDS74955.1,CCDS74952.1,CCDS74952.1,CCDS2889.1	6,5,7,7,7	75	1
3	58408924	58409001	ENSE00003695854	CCDS2889.1,CCDS74954.1,CCDS74952.1,CCDS74952.1,CCDS74955.1	14,13,14,14,12	78	1
3	58409532	58409618	ENSE00003697409	CCDS2889.1,CCDS74952.1,CCDS74955.1,CCDS74952.1,CCDS74954.1	15,15,13,15,14	87	1
3	58431593	58431628	ENSE00003672873	CCDS54602.1,CCDS2890.1	5,5	36	-1
3	58431731	58431793	ENSE00003579089	CCDS2890.1,CCDS54602.1	4,4	63	-1
3	58433631	58433684	ENSE00003690105	CCDS54602.1,CCDS2890.1	2,2	54	-1
3	59922346	59922414	ENSE00003667944	CCDS2894.1,CCDS2894.1,CCDS2894.1	8,8,8	69	-1
3	60011371	60011400	ENSE00003664016	CCDS2894.1,CCDS2894.1,CCDS2894.1	7,7,7	30	-1
3	62078163	62078258	ENSE00001667764	CCDS2895.1	5	96	1
3	62331325	62331399	ENSE00000773526	CCDS2896.1,CCDS2896.1,CCDS2896.1,CCDS2896.1	4,5,5,4	75	1
3	62445765	62445797	ENSE00002314502	CCDS2899.1,CCDS2898.1,CCDS46858.1	25,24,27	33	-1
3	62465367	62465450	ENSE00003669388	CCDS2899.1,CCDS46858.1,CCDS2898.1	24,26,23	84	-1
3	62466339	62466413	ENSE00003496834	CCDS46858.1,CCDS2899.1,CCDS2898.1	25,23,22	75	-1
3	62493645	62493665	ENSE00001498233	CCDS46858.1	19	21	-1
3	62662314	62662394	ENSE00002404962	CCDS2898.1,CCDS46858.1,CCDS2899.1	4,4,4	81	-1
3	63278677	63278742	ENSE00001769487	CCDS46859.1	2	66	1
3	64655792	64655875	ENSE00003610692	CCDS2903.1	5	84	-1
3	66263332	66263379	ENSE00003561141	CCDS2905.2,CCDS54604.1	6,4	48	1
3	66346364	66346408	ENSE00003596181	CCDS2905.2,CCDS54604.1	7,5	45	1
3	67518247	67518336	ENSE00001175836	CCDS43104.1,CCDS54605.1	6,6	90	-1
3	68987445	68987513	ENSE00003599733	CCDS63684.1,CCDS2908.1,CCDS63684.1,CCDS2908.1	11,8,14,11	69	-1
3	68988295	68988381	ENSE00003566214	CCDS63684.1,CCDS63684.1	13,10	87	-1
3	68988506	68988577	ENSE00003676633	CCDS63684.1,CCDS63684.1	12,9	72	-1
3	68988925	68989017	ENSE00003539151	CCDS63684.1,CCDS63684.1	11,8	93	-1
3	69027900	69027992	ENSE00003625724	CCDS43105.1	13	93	-1
3	69035023	69035115	ENSE00000966902	CCDS43105.1	9	93	-1
3	69075430	69075510	ENSE00003489907	CCDS2909.1,CCDS2910.1	4,3	81	-1
3	69216263	69216349	ENSE00003679316	CCDS46863.1	11	87	-1
3	69250043	69250099	ENSE00003620942	CCDS46863.1	6	57	-1
3	69313452	69313517	ENSE00003758870	CCDS46863.1	2	66	-1
3	69936723	69936755	ENSE00002193809	CCDS46866.2	1	33	1
3	69937822	69937881	ENSE00001756960	CCDS46866.2	2	60	1
3	69939098	69939181	ENSE00003520446	CCDS43106.1,CCDS46866.2,CCDS54607.1,CCDS2913.1,CCDS43107.1,CCDS46865.1	4,3,4,3,3,4	84	1
3	69941236	69941331	ENSE00003569466	CCDS46866.2,CCDS54607.1,CCDS43106.1,CCDS2913.1,CCDS46865.1,CCDS43107.1	4,5,5,4,5,4	96	1
3	70987994	70988077	ENSE00001002137	CCDS58838.1,CCDS2914.1,CCDS58837.1,CCDS58839.1,CCDS74964.1,CCDS74963.1,CCDS2914.1,CCDS2914.1	9,10,9,14,14,8,14,13	84	-1
3	71052537	71052626	ENSE00003752337	CCDS2914.1,CCDS58839.1,CCDS2914.1,CCDS2914.1,CCDS74963.1,CCDS74964.1,CCDS58837.1	9,9,8,5,3,9,4	90	-1
3	71774445	71774507	ENSE00001074301	CCDS46868.1	3	63	-1
3	72815350	72815403	ENSE00003580403	CCDS33788.1	8	54	-1
3	73389816	73389878	ENSE00003660903	CCDS33789.1	7	63	-1
3	73391018	73391116	ENSE00003592889	CCDS33789.1	6	99	-1
3	73608598	73608684	ENSE00001204273	CCDS33789.1	2	87	-1
3	81586092	81586190	ENSE00000773670	CCDS54612.1	10	99	-1
3	8629664	8629726	ENSE00003487319	CCDS2568.1,CCDS58815.1,CCDS2568.1	7,7,14	63	-1
3	9080025	9080087	ENSE00003503743	CCDS2572.1,CCDS33689.1	4,4	63	-1
3	9366908	9366985	ENSE00001121021	CCDS2573.1,CCDS2573.1,CCDS2573.1	3,3,3	78	1
3	9436850	9436888	ENSE00001413148	CCDS74892.1	6	39	1
3	9445657	9445740	ENSE00003631539	CCDS46741.1,CCDS46741.1,CCDS74892.1	12,13,12	84	1
3	9677984	9678058	ENSE00003547534	CCDS43045.1,CCDS43043.1,CCDS43044.1	9,9,9	75	1
3	9715473	9715526	ENSE00003625279	CCDS2574.2	13	54	1
3	97945798	97945887	ENSE00003514069	CCDS43114.1,CCDS43114.1,CCDS2929.1	9,9,9	90	-1
3	9801661	9801756	ENSE00003708451	CCDS56237.1	4	96	1
3	9801661	9801756	ENSE00003709822	CCDS56238.1,CCDS43047.1	4,4	96	1
3	9870445	9870474	ENSE00001637788	CCDS56239.1,CCDS56239.1	4,3	30	-1
3	9908239	9908307	ENSE00003571202	CCDS54552.1,CCDS2589.1	7,7	69	1
3	9911127	9911174	ENSE00003661473	CCDS54552.1,CCDS2589.1	10,10	48	1
3	9913956	9914024	ENSE00003579256	CCDS54552.1,CCDS2589.1	13,13	69	1
3	9924232	9924291	ENSE00003539240	CCDS46746.1,CCDS2590.1,CCDS74898.1,CCDS56241.1,CCDS56240.1,CCDS2591.2	9,9,9,8,9,8	60	1
3	9928580	9928630	ENSE00003603580	CCDS2590.1,CCDS56240.1,CCDS46746.1,CCDS2591.2	12,12,12,11	51	1
3	9930400	9930459	ENSE00003597527	CCDS46746.1,CCDS74898.1,CCDS56241.1,CCDS2591.2,CCDS56240.1,CCDS2590.1	15,14,13,14,15,15	60	1
4	10018975	10019073	ENSE00003509341	CCDS3406.1,CCDS3407.1,CCDS3406.1	4,2,3	99	-1
4	10088293	10088373	ENSE00003650773	CCDS54739.1,CCDS54740.1	4,7	81	-1
4	10088664	10088741	ENSE00003499472	CCDS54739.1,CCDS54740.1	3,6	78	-1
4	102259455	102259514	ENSE00001692763	CCDS47117.1	10	60	-1
4	102263161	102263193	ENSE00001713133	CCDS47117.1	9	33	-1
4	102537858	102537956	ENSE00003529712	CCDS54783.1,CCDS3657.1,CCDS54783.1	5,5,5	99	1
4	102668963	102669049	ENSE00000735318	CCDS3658.1	10	87	-1
4	102802561	102802638	ENSE00003674735	CCDS75172.1,CCDS3660.1,CCDS75172.1,CCDS3660.1,CCDS3660.1,CCDS3660.1,CCDS3660.1,CCDS75172.1,CCDS3660.1,CCDS3661.1,CCDS3659.1,CCDS3660.1,CCDS75172.1	4,5,5,5,5,5,5,5,5,4,4,5,4	78	-1
4	103082081	103082173	ENSE00003669505	CCDS3663.1	9	93	-1
4	103138351	103138449	ENSE00000970117	CCDS34042.1	39	99	-1
4	103163479	103163553	ENSE00000970095	CCDS34042.1	17	75	-1
4	103194229	103194294	ENSE00000970087	CCDS34042.1,CCDS68768.1	8,8	66	-1
4	10507959	10508036	ENSE00000704071	CCDS47024.1	17	78	-1
4	105261759	105261848	ENSE00003690667	CCDS47120.1,CCDS47120.1	8,8	90	1
4	105437950	105438036	ENSE00003601027	CCDS3667.1	6	87	-1
4	105449350	105449403	ENSE00003529103	CCDS3667.1,CCDS3668.2	4,4	54	-1
4	105453598	105453642	ENSE00003508841	CCDS3667.1,CCDS3668.2	3,3	45	-1
4	105823231	105823275	ENSE00003624493	CCDS43257.1,CCDS43257.1,CCDS43257.1,CCDS3672.2	7,7,7,7	45	1
4	106233588	106233650	ENSE00003513895	CCDS54788.1,CCDS3673.1,CCDS54788.1,CCDS54788.1,CCDS54789.1	16,14,16,17,16	63	-1
4	106235269	106235367	ENSE00003605870	CCDS54789.1,CCDS3673.1,CCDS54788.1,CCDS54788.1,CCDS54788.1	15,13,15,15,16	99	-1
4	108023474	108023563	ENSE00003618844	CCDS3678.1,CCDS54790.1	5,5	90	1
4	108817397	108817435	ENSE00003598741	CCDS43258.1	37	39	-1
4	108819252	108819329	ENSE00001409928	CCDS43258.1	36	78	-1
4	108824174	108824227	ENSE00003689459	CCDS43258.1	35	54	-1
4	108825196	108825222	ENSE00003626277	CCDS43259.1,CCDS43258.1	34,34	27	-1
4	108827135	108827188	ENSE00003559382	CCDS43258.1,CCDS58922.1,CCDS43259.1	33,32,33	54	-1
4	108832380	108832433	ENSE00003527730	CCDS58922.1,CCDS43258.1,CCDS43259.1	31,32,32	54	-1
4	108834355	108834390	ENSE00003575780	CCDS58922.1	30	36	-1
4	108838098	108838178	ENSE00001536540	CCDS58922.1	29	81	-1
4	108841695	108841721	ENSE00003628633	CCDS43258.1,CCDS43259.1,CCDS58922.1	31,31,28	27	-1
4	108844519	108844569	ENSE00003659602	CCDS58922.1,CCDS43259.1,CCDS43258.1	27,30,30	51	-1
4	108845189	108845251	ENSE00003667429	CCDS43258.1,CCDS58922.1,CCDS43259.1	29,26,29	63	-1
4	108846139	108846219	ENSE00001407871	CCDS43259.1,CCDS43258.1,CCDS58922.1	28,28,25	81	-1
4	108848759	108848803	ENSE00001365339	CCDS58922.1,CCDS43259.1,CCDS43258.1	24,27,27	45	-1
4	108852236	108852280	ENSE00001367061	CCDS58922.1,CCDS43259.1,CCDS43258.1	23,26,26	45	-1
4	108852902	108852925	ENSE00001366043	CCDS43258.1,CCDS43259.1	25,25	24	-1
4	108859656	108859733	ENSE00001382622	CCDS58922.1,CCDS43259.1,CCDS43258.1	22,24,24	78	-1
4	108860927	108860971	ENSE00001377473	CCDS58922.1,CCDS43259.1,CCDS43258.1	21,23,23	45	-1
4	108862501	108862545	ENSE00001381018	CCDS43258.1,CCDS43259.1	22,22	45	-1
4	108863319	108863387	ENSE00001382094	CCDS58922.1,CCDS43259.1,CCDS43258.1	20,21,21	69	-1
4	108869088	108869150	ENSE00001375017	CCDS43258.1,CCDS58922.1,CCDS43259.1	20,19,20	63	-1
4	108884178	108884222	ENSE00001371185	CCDS43258.1,CCDS58922.1,CCDS43259.1	19,18,19	45	-1
4	108889221	108889256	ENSE00001374581	CCDS43259.1,CCDS43258.1,CCDS58922.1	18,18,17	36	-1
4	108889701	108889733	ENSE00001368366	CCDS43259.1,CCDS43258.1,CCDS58922.1	17,17,16	33	-1
4	108896667	108896711	ENSE00001370641	CCDS58922.1,CCDS43258.1,CCDS43259.1	15,16,16	45	-1
4	108899154	108899180	ENSE00001421511	CCDS43259.1,CCDS58922.1,CCDS43258.1	15,14,15	27	-1
4	108901119	108901172	ENSE00001388595	CCDS58922.1,CCDS43259.1,CCDS43258.1	13,14,14	54	-1
4	108918172	108918216	ENSE00001388170	CCDS43259.1,CCDS58922.1,CCDS43258.1	13,12,13	45	-1
4	108920578	108920604	ENSE00001432904	CCDS43259.1,CCDS58922.1,CCDS43258.1	12,11,12	27	-1
4	108937808	108937843	ENSE00001420488	CCDS58922.1,CCDS43259.1,CCDS43258.1	10,11,11	36	-1
4	108941366	108941437	ENSE00001408991	CCDS43259.1,CCDS43258.1	9,9	72	-1
4	108942209	108942268	ENSE00001536542	CCDS58922.1	8	60	-1
4	108974367	108974393	ENSE00001413010	CCDS58922.1,CCDS43259.1,CCDS43258.1	7,8,8	27	-1
4	108974533	108974559	ENSE00001401402	CCDS43259.1,CCDS58922.1,CCDS43258.1	7,6,7	27	-1
4	109010358	109010375	ENSE00002501574	CCDS43259.1,CCDS58922.1,CCDS43258.1	6,5,6	18	-1
4	1090782	1090838	ENSE00003673761	CCDS46996.1,CCDS3345.1	4,4	57	-1
4	109533593	109533685	ENSE00000935040	CCDS75179.1,CCDS43260.1,CCDS47124.1	23,21,22	93	1
4	1096765	1096839	ENSE00003691287	CCDS3345.1,CCDS54704.1,CCDS46996.1	3,3,3	75	-1
4	109819001	109819060	ENSE00003586749	CCDS34050.1,CCDS34050.1	4,4	60	1
4	110515377	110515442	ENSE00000970169	CCDS3691.1	8	66	1
4	110520008	110520073	ENSE00000970170	CCDS3691.1	9	66	1
4	112254747	112254773	ENSE00003467892	CCDS47125.1,CCDS3696.1	3,3	27	1
4	112262988	112263086	ENSE00003654084	CCDS3696.1	6	99	1
4	112427570	112427665	ENSE00003517438	CCDS58923.1,CCDS3697.1,CCDS3697.1	8,9,9	96	1
4	112606008	112606091	ENSE00001204701	CCDS3700.2,CCDS3700.2	8,9	84	-1
4	112609379	112609429	ENSE00003647426	CCDS3700.2,CCDS3700.2	8,7	51	-1
4	112623817	112623876	ENSE00003588602	CCDS3700.2,CCDS3700.2	4,3	60	-1
4	112631930	112632010	ENSE00003650375	CCDS3700.2,CCDS3700.2	2,3	81	-1
4	112633156	112633176	ENSE00003743671	CCDS3700.2	1	21	-1
4	112646588	112646671	ENSE00003524407	CCDS3701.2,CCDS3701.2,CCDS58924.1	4,4,6	84	1
4	113196368	113196466	ENSE00003694066	CCDS3702.1,CCDS43261.1,CCDS54796.1	3,3,4	99	1
4	113199011	113199109	ENSE00003581650	CCDS3702.1,CCDS43261.1,CCDS54796.1	4,4,5	99	1
4	113232161	113232259	ENSE00003645016	CCDS54796.1,CCDS43261.1,CCDS3702.1	6,5,5	99	1
4	113237599	113237622	ENSE00002443400	CCDS43261.1,CCDS3702.1,CCDS54796.1	7,7,8	24	1
4	113240485	113240583	ENSE00002429935	CCDS43261.1,CCDS3702.1,CCDS54796.1	8,8,9	99	1
4	113242111	113242209	ENSE00002531541	CCDS3702.1,CCDS43261.1,CCDS54796.1	9,9,10	99	1
4	113249764	113249862	ENSE00002527325	CCDS3702.1,CCDS54796.1,CCDS43261.1	10,11,10	99	1
4	113258050	113258148	ENSE00002506406	CCDS3702.1,CCDS43261.1,CCDS54796.1	12,12,13	99	1
4	113258313	113258411	ENSE00002449934	CCDS3702.1,CCDS54796.1,CCDS43261.1	13,14,13	99	1
4	113264897	113264995	ENSE00002448541	CCDS3702.1,CCDS43261.1,CCDS54796.1	14,14,15	99	1
4	113277837	113277935	ENSE00002484226	CCDS43261.1,CCDS3702.1,CCDS54796.1	16,16,17	99	1
4	113278460	113278558	ENSE00002444664	CCDS43261.1,CCDS3702.1,CCDS54796.1	17,17,18	99	1
4	113287605	113287703	ENSE00002472969	CCDS3702.1,CCDS43261.1,CCDS54796.1	19,19,20	99	1
4	113288388	113288486	ENSE00002446359	CCDS54796.1,CCDS43261.1,CCDS3702.1	21,20,20	99	1
4	113292416	113292514	ENSE00002502454	CCDS54796.1,CCDS3702.1,CCDS43261.1	22,21,21	99	1
4	113293440	113293538	ENSE00002498329	CCDS3702.1,CCDS43261.1,CCDS54796.1	22,22,23	99	1
4	113348276	113348308	ENSE00001644280	CCDS54796.1,CCDS3702.1,CCDS43261.1	38,36,36	33	1
4	113373090	113373173	ENSE00001640477	CCDS3702.1,CCDS43261.1,CCDS54796.1	44,43,45	84	1
4	113502936	113502977	ENSE00001625946	CCDS47127.1	14	42	-1
4	113508236	113508268	ENSE00001482434	CCDS54797.1	14	33	-1
4	113513830	113513913	ENSE00001791998	CCDS3704.1,CCDS54797.1,CCDS3703.1,CCDS43263.1,CCDS3704.1,CCDS47127.1	11,11,11,11,11,11	84	-1
4	118691532	118691612	ENSE00001161537	CCDS34053.1	4	81	1
4	118700550	118700642	ENSE00003658931	CCDS34053.1	8	93	1
4	118728561	118728650	ENSE00003621660	CCDS3710.1	22	90	-1
4	119245337	119245429	ENSE00001482303	CCDS43265.1,CCDS43265.1	2,6	93	1
4	119501170	119501253	ENSE00001016845	CCDS34055.1,CCDS3713.1	20,20	84	-1
4	119502581	119502655	ENSE00001016841	CCDS34055.1,CCDS3713.1	19,19	75	-1
4	119538960	119539019	ENSE00003566974	CCDS3713.1,CCDS34055.1	11,11	60	-1
4	119565321	119565410	ENSE00000970324	CCDS3713.1,CCDS34055.1	5,5	90	-1
4	119567073	119567144	ENSE00000970323	CCDS34055.1,CCDS3713.1	4,4	72	-1
4	119596523	119596612	ENSE00000935544	CCDS3713.1,CCDS34055.1	3,3	90	-1
4	120907474	120907557	ENSE00003552770	CCDS3716.1,CCDS75188.1,CCDS75187.1	2,2,2	84	-1
4	121141816	121141914	ENSE00003621715	CCDS58926.1,CCDS58925.1,CCDS3718.1	12,12,9	99	-1
4	121142726	121142776	ENSE00003493113	CCDS3718.1,CCDS58925.1,CCDS58926.1	8,11,11	51	-1
4	121158687	121158752	ENSE00003640568	CCDS3718.1,CCDS58925.1,CCDS58926.1	3,6,6	66	-1
4	121161136	121161216	ENSE00003543440	CCDS3718.1,CCDS58925.1,CCDS58926.1	2,5,5	81	-1
4	121164060	121164146	ENSE00003461286	CCDS58925.1,CCDS58926.1	4,4	87	-1
4	121677894	121677950	ENSE00003528136	CCDS3720.1	8	57	-1
4	121839631	121839696	ENSE00000935094	CCDS3724.1,CCDS54799.1	13,13	66	-1
4	121843927	121844001	ENSE00001081545	CCDS54799.1,CCDS3724.1	12,12	75	-1
4	121863217	121863279	ENSE00003598922	CCDS3724.1,CCDS54799.1	3,3	63	-1
4	121867981	121868046	ENSE00003522290	CCDS54799.1,CCDS3724.1	2,2	66	-1
4	121899612	121899695	ENSE00003483379	CCDS3725.1,CCDS47130.1	9,10	84	-1
4	122456144	122456203	ENSE00000935280	CCDS3726.1	2	60	-1
4	122612851	122612928	ENSE00000935272	CCDS3727.1	4	78	-1
4	122620701	122620736	ENSE00000935270	CCDS3727.1,CCDS75189.1	2,2	36	-1
4	123056387	123056440	ENSE00003604170	CCDS3730.1	12	54	1
4	127700010	127700063	ENSE00003676839	CCDS34061.1	9	54	1
4	127704228	127704290	ENSE00003541449	CCDS34061.1	10	63	1
4	127818325	127818420	ENSE00003480767	CCDS3734.1,CCDS3734.1	13,14	96	1
4	127881831	127881926	ENSE00003656252	CCDS54803.1,CCDS3735.1	2,2	96	1
4	127883262	127883357	ENSE00000956077	CCDS3735.1,CCDS54804.1	3,3	96	1
4	128020080	128020169	ENSE00003538753	CCDS47131.1	9	90	1
4	128888679	128888774	ENSE00003595982	CCDS3740.1	20	96	-1
4	128948496	128948570	ENSE00003485252	CCDS3740.1	15	75	-1
4	128952769	128952840	ENSE00003502367	CCDS3740.1	14	72	-1
4	128957026	128957124	ENSE00003622944	CCDS3740.1	13	99	-1
4	128997874	128997939	ENSE00001080757	CCDS3740.1	8	66	-1
4	13376545	13376622	ENSE00003476950	CCDS3409.1,CCDS33961.1,CCDS54741.1	6,6,6	78	-1
4	140639086	140639154	ENSE00001009027	CCDS47136.1	15	69	-1
4	140639330	140639428	ENSE00000927397	CCDS47136.1	14	99	-1
4	140949301	140949372	ENSE00003574389	CCDS34065.1	3	72	-1
4	141727940	141727984	ENSE00003655836	CCDS3755.1,CCDS3756.1,CCDS3755.1,CCDS3756.1,CCDS3755.1,CCDS3756.1	6,5,6,3,6,8	45	1
4	142314712	142314762	ENSE00003499753	CCDS3757.1,CCDS3757.1,CCDS3757.1	7,9,6	51	-1
4	143517355	143517429	ENSE00001009109	CCDS3761.1	2	75	1
4	143530458	143530526	ENSE00001139635	CCDS3761.1	9	69	1
4	145143365	145143445	ENSE00003555395	CCDS47139.1	17	81	-1
4	145171670	145171720	ENSE00003587501	CCDS47139.1,CCDS3764.1	3,3	51	-1
4	146305926	146306009	ENSE00003557127	CCDS34073.1,CCDS75198.1	7,7	84	-1
4	146325961	146325996	ENSE00003543573	CCDS34073.1,CCDS75198.1	6,6	36	-1
4	146442783	146442821	ENSE00003619145	CCDS34073.1,CCDS75198.1	5,5	39	-1
4	147847151	147847222	ENSE00003485738	CCDS34075.1	4	72	1
4	15008338	15008427	ENSE00001338033	CCDS56325.1	3	90	1
4	150248305	150248385	ENSE00001081802	CCDS34076.1,CCDS47142.2	14,15	81	1
4	150325809	150325898	ENSE00003626043	CCDS58928.1,CCDS3773.1	49,50	90	-1
4	150896394	150896456	ENSE00001250470	CCDS3773.1,CCDS58928.1	16,16	63	-1
4	150921198	150921293	ENSE00000740095	CCDS3773.1,CCDS58928.1	5,5	96	-1
4	151144220	151144288	ENSE00001002526	CCDS34077.2,CCDS34077.2	11,12	69	-1
4	151588840	151588926	ENSE00001756935	CCDS47146.1,CCDS47146.1	7,5	87	1
4	153350064	153350129	ENSE00003553185	CCDS3782.1,CCDS75202.1	2,2	66	1
4	153394262	153394336	ENSE00003679815	CCDS75202.1,CCDS3782.1	5,5	75	1
4	153580826	153580903	ENSE00001334344	CCDS3783.2,CCDS47148.1	8,8	78	1
4	154373920	154373955	ENSE00001409250	CCDS3785.1	4	36	-1
4	154542187	154542279	ENSE00003597012	CCDS34083.1,CCDS56341.1	8,8	93	-1
4	154612391	154612435	ENSE00003540472	CCDS3788.1,CCDS47153.1	2,2	45	-1
4	15478723	15478806	ENSE00003512227	CCDS54744.1,CCDS47027.2,CCDS54744.1,CCDS47026.1,CCDS47027.2,CCDS47027.2,CCDS47026.1	4,3,3,4,4,3,3	84	1
4	155355071	155355160	ENSE00003608922	CCDS35493.1	10	90	-1
4	15559165	15559257	ENSE00000705658	CCDS47026.1,CCDS47026.1	23,22	93	1
4	15570398	15570496	ENSE00001506471	CCDS47026.1,CCDS47026.1	29,28	99	1
4	15586157	15586246	ENSE00001506466	CCDS47026.1,CCDS47026.1	31,32	90	1
4	15640788	15640883	ENSE00003602427	CCDS3415.1,CCDS54745.1	3,3	96	-1
4	157317658	157317711	ENSE00003573388	CCDS43275.1,CCDS43274.1,CCDS3797.1,CCDS43275.1	5,5,5,5	54	1
4	158244296	158244349	ENSE00003482684	CCDS3799.1	12	54	1
4	158690348	158690425	ENSE00001126663	CCDS64090.1,CCDS3800.1	5,6	78	1
4	158710762	158710848	ENSE00003694349	CCDS3801.1	8	87	-1
4	15984263	15984355	ENSE00000705341	CCDS54746.1,CCDS54748.1,CCDS54747.1,CCDS47029.1,CCDS54746.1,CCDS47029.1	22,22,22,23,22,22	93	-1
4	15985760	15985828	ENSE00003571625	CCDS54748.1,CCDS47029.1,CCDS54746.1,CCDS54747.1,CCDS54746.1,CCDS47029.1	21,21,21,21,21,22	69	-1
4	15985957	15986037	ENSE00003495755	CCDS54747.1,CCDS54748.1,CCDS54746.1,CCDS47029.1,CCDS54746.1,CCDS47029.1	20,20,20,21,20,20	81	-1
4	15987663	15987716	ENSE00001072737	CCDS54746.1,CCDS54746.1,CCDS47029.1,CCDS54747.1,CCDS47029.1,CCDS54748.1	19,19,20,19,19,19	54	-1
4	15989732	15989824	ENSE00000705335	CCDS47029.1,CCDS54748.1,CCDS54746.1,CCDS47029.1,CCDS54747.1,CCDS54746.1	19,18,18,18,18,18	93	-1
4	15991222	15991293	ENSE00000705334	CCDS54748.1,CCDS47029.1,CCDS54746.1,CCDS54746.1,CCDS47029.1,CCDS54747.1	17,17,17,17,18,17	72	-1
4	16016166	16016240	ENSE00003496014	CCDS54747.1,CCDS47029.1,CCDS47029.1,CCDS54748.1,CCDS54746.1,CCDS54746.1	9,9,10,9,9,9	75	-1
4	16035735	16035761	ENSE00001000248	CCDS54747.1,CCDS47029.1,CCDS54748.1,CCDS47029.1	3,3,3,4	27	-1
4	16174204	16174272	ENSE00003639559	CCDS47030.1	11	69	-1
4	16174670	16174729	ENSE00003475178	CCDS47030.1	10	60	-1
4	163700813	163700863	ENSE00003585212	CCDS54814.1,CCDS54814.1	2,4	51	-1
4	16585922	16586005	ENSE00003577402	CCDS47031.1,CCDS3420.1	5,5	84	-1
4	168177740	168177793	ENSE00003483404	CCDS34096.1	7	54	1
4	168272043	168272138	ENSE00002510689	CCDS34097.1	19	96	-1
4	168419302	168419397	ENSE00002479661	CCDS47161.1	19	96	-1
4	168685485	168685559	ENSE00001766410	CCDS34098.1,CCDS54818.1,CCDS54819.1	6,6,5	75	1
4	168894579	168894677	ENSE00003635840	CCDS54820.1,CCDS34098.1,CCDS54818.1,CCDS54819.1	4,12,12,11	99	1
4	168896549	168896599	ENSE00003552447	CCDS54818.1	13	51	1
4	169155480	169155575	ENSE00003613736	CCDS34099.1	4	96	-1
4	169477432	169477497	ENSE00001224711	CCDS56351.1,CCDS56349.1,CCDS56348.1,CCDS47162.1,CCDS56350.1	25,22,22,23,24	66	-1
4	169507037	169507132	ENSE00001224729	CCDS56351.1,CCDS56348.1,CCDS47162.1,CCDS56350.1,CCDS56349.1	23,20,21,22,20	96	-1
4	169507715	169507792	ENSE00001224737	CCDS56349.1,CCDS56350.1,CCDS56348.1,CCDS56351.1,CCDS47162.1	19,21,19,22,20	78	-1
4	169508248	169508331	ENSE00001224745	CCDS56351.1,CCDS56350.1,CCDS47162.1,CCDS56349.1,CCDS56348.1	21,20,19,18,18	84	-1
4	169508769	169508852	ENSE00001479678	CCDS56351.1,CCDS56350.1	20,19	84	-1
4	169561480	169561554	ENSE00003552376	CCDS56351.1,CCDS56350.1,CCDS47162.1,CCDS56349.1	16,16,15,15	75	-1
4	169561687	169561737	ENSE00003575091	CCDS56351.1,CCDS56348.1,CCDS56350.1,CCDS47162.1,CCDS56349.1	15,15,15,14,14	51	-1
4	169561832	169561891	ENSE00003470719	CCDS56348.1,CCDS56350.1,CCDS56349.1,CCDS56351.1,CCDS47162.1	14,14,13,14,13	60	-1
4	169562137	169562196	ENSE00003650802	CCDS56351.1,CCDS47162.1,CCDS56349.1,CCDS56350.1,CCDS56348.1	13,12,12,13,13	60	-1
4	169590726	169590809	ENSE00003619741	CCDS56350.1,CCDS56351.1,CCDS47162.1,CCDS56348.1,CCDS56349.1	6,6,5,6,5	84	-1
4	169695612	169695692	ENSE00002270312	CCDS75208.1,CCDS34100.1,CCDS34101.1	7,8,8	81	1
4	170070587	170070652	ENSE00000970555	CCDS3814.1,CCDS3814.1,CCDS75209.1,CCDS3814.1	6,7,7,7	66	-1
