chr	start	end	exon	CCDS	transcript_ids	ranks	len	strand
15	62205510	62205614	ENSE00001124751	"CCDS10180.1,CCDS45272.1,CCDS32257.1"	"ENST00000249837,ENST00000395898,ENST00000261517"	"60,62,62"	105	-1
15	62214146	62214232	ENSE00001382850	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"55,53,55"	87	-1
15	62217655	62217747	ENSE00001380396	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"53,51,53"	93	-1
15	62242557	62242616	ENSE00001387780	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"41,39,41"	60	-1
15	62258282	62258341	ENSE00000885051	"CCDS10180.1,CCDS45272.1,CCDS32257.1"	"ENST00000249837,ENST00000395898,ENST00000261517"	"28,30,30"	60	-1
15	62292763	62292825	ENSE00001124912	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"16,14,16"	63	-1
15	62305238	62305318	ENSE00001124940	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"11,9,11"	81	-1
15	62306132	62306191	ENSE00001124945	"CCDS32257.1,CCDS10180.1,CCDS45272.1"	"ENST00000261517,ENST00000249837,ENST00000395898"	"10,8,10"	60	-1
15	62312678	62312737	ENSE00000691916	"CCDS45272.1,CCDS32257.1,CCDS10180.1"	"ENST00000395898,ENST00000261517,ENST00000249837"	"9,9,7"	60	-1
15	62967416	62967520	ENSE00001124521	CCDS32261.1	ENST00000306829	8	105	1
15	62985039	62985140	ENSE00001141251	CCDS32261.1	ENST00000306829	10	102	1
15	62994965	62995063	ENSE00001124475	CCDS32261.1	ENST00000306829	16	99	1
15	63042601	63042690	ENSE00001099953	CCDS32261.1	ENST00000306829	31	90	1
15	63058520	63058621	ENSE00001099851	CCDS32261.1	ENST00000306829	38	102	1
15	63073339	63073440	ENSE00001099882	CCDS32261.1	ENST00000306829	41	102	1
15	63102124	63102231	ENSE00001033612	CCDS32261.1	ENST00000306829	49	108	1
15	63127936	63127998	ENSE00001650711	CCDS32261.1	ENST00000306829	53	63	1
15	63354414	63354476	ENSE00001680803	"CCDS10181.1,CCDS32263.1,CCDS32264.1,CCDS32262.1,CCDS45273.1"	"ENST00000288398,ENST00000358278,ENST00000334895,ENST00000267996,ENST00000403994"	"7,7,6,7,7"	63	1
15	63547706	63547783	ENSE00000692775	CCDS10183.1	ENST00000321437	4	78	1
15	63548704	63548793	ENSE00001123882	CCDS10183.1	ENST00000321437	5	90	1
15	63551826	63551891	ENSE00001123873	CCDS10183.1	ENST00000321437	6	66	1
15	63554891	63554941	ENSE00000692778	CCDS10183.1	ENST00000321437	7	51	1
15	63634201	63634296	ENSE00000692813	"CCDS10185.1,CCDS10186.1"	"ENST00000178638,ENST00000344366"	"5,5"	96	-1
15	63930910	63930975	ENSE00001304506	CCDS45277.1	ENST00000443617	62	66	-1
15	63935156	63935257	ENSE00001294718	CCDS45277.1	ENST00000443617	59	102	-1
15	63972276	63972359	ENSE00001315739	CCDS45277.1	ENST00000443617	36	84	-1
15	64056295	64056390	ENSE00001317011	CCDS45277.1	ENST00000443617	3	96	-1
15	64204107	64204190	ENSE00001281540	"CCDS10188.1,CCDS10188.1"	"ENST00000457488,ENST00000261891"	"11,10"	84	-1
15	64204307	64204396	ENSE00001281547	"CCDS10188.1,CCDS10188.1"	"ENST00000457488,ENST00000261891"	"10,9"	90	-1
15	64428529	64428609	ENSE00001034618	"CCDS32268.1,CCDS32267.1,CCDS32266.1"	"ENST00000261889,ENST00000353874,ENST00000380285"	"11,12,13"	81	1
15	64429060	64429131	ENSE00001034610	"CCDS32267.1,CCDS32266.1,CCDS32268.1"	"ENST00000353874,ENST00000380285,ENST00000261889"	"13,14,12"	72	1
15	64444442	64444525	ENSE00001034629	CCDS10190.1	ENST00000325881	2	84	1
15	64444837	64444941	ENSE00001034635	CCDS10190.1	ENST00000325881	3	105	1
15	64495281	64495388	ENSE00001136488	CCDS10192.2	ENST00000303052	10	108	-1
15	65041630	65041692	ENSE00001107051	CCDS32271.1	ENST00000300069	4	63	-1
15	65042542	65042580	ENSE00001289934	CCDS32271.1	ENST00000300069	3	39	-1
15	65043760	65043837	ENSE00001313298	CCDS32271.1	ENST00000300069	2	78	-1
15	65152093	65152197	ENSE00002429680	CCDS10196.1	ENST00000323544	4	105	1
15	65153676	65153774	ENSE00002375406	CCDS10196.1	ENST00000323544	5	99	1
15	65214120	65214218	ENSE00002340960	CCDS10197.2	ENST00000380230	4	99	1
15	65218265	65218369	ENSE00001629187	CCDS10197.2	ENST00000380230	5	105	1
15	65219100	65219198	ENSE00001637807	CCDS10197.2	ENST00000380230	6	99	1
15	65223020	65223118	ENSE00002391992	CCDS10197.2	ENST00000380230	7	99	1
15	65223685	65223783	ENSE00001201138	CCDS10197.2	ENST00000380230	8	99	1
15	65226336	65226434	ENSE00001384956	CCDS10197.2	ENST00000380230	9	99	1
15	65234664	65234762	ENSE00001367617	CCDS10197.2	ENST00000380230	10	99	1
15	65235680	65235778	ENSE00001369188	CCDS10197.2	ENST00000380230	11	99	1
15	65236849	65236944	ENSE00001377304	CCDS10197.2	ENST00000380230	12	96	1
15	65261592	65261699	ENSE00000693564	"CCDS45279.1,CCDS10198.1,CCDS10198.1"	"ENST00000416889,ENST00000433215,ENST00000204566"	"6,7,7"	108	-1
15	65268813	65268893	ENSE00001201086	"CCDS10198.1,CCDS10198.1"	"ENST00000433215,ENST00000204566"	"4,4"	81	-1
15	65445885	65445977	ENSE00001107247	CCDS10202.1	ENST00000300107	12	93	-1
15	65874292	65874357	ENSE00000931626	"CCDS10211.1,CCDS45283.1,CCDS10211.1"	"ENST00000395644,ENST00000431261,ENST00000313182"	"11,11,11"	66	-1
15	65897467	65897574	ENSE00001744295	"CCDS10211.1,CCDS10211.1"	"ENST00000395644,ENST00000313182"	"3,3"	108	-1
15	65930466	65930519	ENSE00000943048	CCDS45284.1	ENST00000261892	3	54	1
15	65944008	65944097	ENSE00000694587	CCDS45284.1	ENST00000261892	8	90	1
15	66735618	66735695	ENSE00001134060	CCDS10216.1	ENST00000307102	4	78	1
15	66787668	66787757	ENSE00001199263	"CCDS10217.1,CCDS10217.1"	"ENST00000395589,ENST00000316634"	"2,2"	90	-1
15	66806326	66806421	ENSE00001618136	CCDS10219.1	ENST00000307897	3	96	1
15	66816015	66816086	ENSE00001252891	CCDS10219.1	ENST00000307897	8	72	1
15	66853344	66853439	ENSE00001369307	CCDS10220.1	ENST00000341509	6	96	-1
15	67652185	67652223	ENSE00001725883	CCDS32273.1	ENST00000335894	8	39	1
15	67938569	67938637	ENSE00001389429	"CCDS10224.1,CCDS42051.1"	"ENST00000178640,ENST00000395476"	"10,10"	69	1
15	67985856	67985906	ENSE00001036516	"CCDS42051.1,CCDS10224.1"	"ENST00000395476,ENST00000178640"	"15,15"	51	1
15	67995675	67995746	ENSE00000885350	"CCDS42051.1,CCDS10224.1"	"ENST00000395476,ENST00000178640"	"16,16"	72	1
15	68020254	68020283	ENSE00001036564	CCDS10224.1	ENST00000178640	17	30	1
15	68040569	68040595	ENSE00000942566	"CCDS10224.1,CCDS42051.1"	"ENST00000178640,ENST00000395476"	"18,17"	27	1
15	68040907	68040939	ENSE00001137226	"CCDS10224.1,CCDS42051.1"	"ENST00000178640,ENST00000395476"	"19,18"	33	1
15	68506628	68506726	ENSE00001764773	CCDS10227.1	ENST00000249806	3	99	-1
15	68599686	68599781	ENSE00000942610	CCDS45291.1	ENST00000315757	28	96	-1
15	68603332	68603418	ENSE00000942608	CCDS45291.1	ENST00000315757	26	87	-1
15	68609603	68609701	ENSE00000942603	CCDS45291.1	ENST00000315757	21	99	-1
15	69339162	69339206	ENSE00002368909	CCDS32276.1	ENST00000448182	12	45	1
15	69745986	69746060	ENSE00000931693	CCDS10233.1	ENST00000260379	2	75	1
15	70351749	70351799	ENSE00000942578	"CCDS45293.1,CCDS45294.1"	"ENST00000317509,ENST00000451782"	"10,10"	51	-1
15	70366872	70366946	ENSE00001607485	"CCDS45294.1,CCDS45293.1"	"ENST00000451782,ENST00000317509"	"6,6"	75	-1
15	70368435	70368497	ENSE00000942574	"CCDS45294.1,CCDS45293.1"	"ENST00000451782,ENST00000317509"	"5,5"	63	-1
15	70386871	70386915	ENSE00001681599	"CCDS45294.1,CCDS45293.1"	"ENST00000451782,ENST00000317509"	"4,4"	45	-1
15	70952490	70952555	ENSE00001620851	"CCDS32280.1,CCDS10235.1"	"ENST00000379983,ENST00000322954"	"18,18"	66	-1
15	70968832	70968930	ENSE00001027244	"CCDS32280.1,CCDS10235.1"	"ENST00000379983,ENST00000322954"	"13,13"	99	-1
15	70969447	70969479	ENSE00001027234	"CCDS32280.1,CCDS10235.1"	"ENST00000379983,ENST00000322954"	"12,12"	33	-1
15	70970438	70970545	ENSE00001027242	"CCDS32280.1,CCDS10235.1"	"ENST00000379983,ENST00000322954"	"11,11"	108	-1
15	70971947	70972015	ENSE00001027228	"CCDS10235.1,CCDS32280.1"	"ENST00000322954,ENST00000379983"	"10,10"	69	-1
15	71185923	71185979	ENSE00001234066	CCDS32282.1	ENST00000260382	2	57	1
15	71272440	71272523	ENSE00000931737	CCDS32282.1	ENST00000260382	10	84	1
15	72168132	72168179	ENSE00002226905	CCDS10239.1	ENST00000356056	32	48	-1
15	72197267	72197347	ENSE00001737104	CCDS10239.1	ENST00000356056	20	81	-1
15	72292192	72292281	ENSE00001716076	CCDS10239.1	ENST00000356056	9	90	-1
15	72311380	72311436	ENSE00001638377	CCDS10239.1	ENST00000356056	6	57	-1
15	72457695	72457751	ENSE00001100776	CCDS32283.1	ENST00000309731	8	57	-1
15	72458973	72459044	ENSE00001222531	CCDS32283.1	ENST00000309731	7	72	-1
15	72459335	72459433	ENSE00001100888	CCDS32283.1	ENST00000309731	6	99	-1
15	72546796	72546861	ENSE00001361959	CCDS10241.2	ENST00000287196	14	66	-1
15	72549689	72549781	ENSE00000931770	CCDS10241.2	ENST00000287196	12	93	-1
15	72550378	72550473	ENSE00000931773	CCDS10241.2	ENST00000287196	11	96	-1
15	72551949	72552002	ENSE00001362010	CCDS10241.2	ENST00000287196	10	54	-1
15	72559086	72559163	ENSE00001791848	CCDS10241.2	ENST00000287196	3	78	-1
15	72643474	72643575	ENSE00001027556	CCDS10243.1	ENST00000268097	6	102	-1
15	72690668	72690748	ENSE00001378611	CCDS32287.1	ENST00000341689	1	81	1
15	72847612	72847704	ENSE00001101269	CCDS10244.1	ENST00000379887	4	93	1
15	72859447	72859518	ENSE00001178800	CCDS10244.1	ENST00000379887	9	72	1
15	72950899	72950979	ENSE00001646712	CCDS10245.2	ENST00000421285	3	81	1
15	72951835	72951873	ENSE00001658088	CCDS10245.2	ENST00000421285	4	39	1
15	72952135	72952185	ENSE00001655461	CCDS10245.2	ENST00000421285	5	51	1
15	72953605	72953691	ENSE00001700621	CCDS10245.2	ENST00000421285	8	87	1
15	72953800	72953907	ENSE00001622555	CCDS10245.2	ENST00000421285	9	108	1
15	72955378	72955446	ENSE00001758209	CCDS10245.2	ENST00000421285	12	69	1
15	73015135	73015188	ENSE00000943212	CCDS10246.1	ENST00000268057	7	54	1
15	73021957	73022025	ENSE00001110369	CCDS10246.1	ENST00000268057	10	69	1
15	73047897	73047995	ENSE00000943249	CCDS42057.1	ENST00000311669	6	99	-1
15	73064124	73064186	ENSE00001748713	CCDS42057.1	ENST00000311669	3	63	-1
15	73766173	73766262	ENSE00001295789	CCDS45296.1	ENST00000331090	2	90	1
15	73832826	73832909	ENSE00001317513	CCDS45296.1	ENST00000331090	3	84	1
15	73848643	73848732	ENSE00001308393	CCDS45296.1	ENST00000331090	5	90	1
15	74173740	74173847	ENSE00001277297	CCDS10252.1	ENST00000300504	2	108	1
15	74180771	74180854	ENSE00001277253	CCDS10252.1	ENST00000300504	10	84	1
15	74240148	74240243	ENSE00000698372	CCDS10253.1	ENST00000261921	5	96	1
15	74366489	74366557	ENSE00001732874	CCDS32290.1	ENST00000290438	12	69	-1
15	74368024	74368131	ENSE00001635184	CCDS32290.1	ENST00000290438	9	108	-1
15	74368240	74368326	ENSE00001602153	CCDS32290.1	ENST00000290438	8	87	-1
15	74369744	74369794	ENSE00001771927	CCDS32290.1	ENST00000290438	5	51	-1
15	74370056	74370094	ENSE00001713561	CCDS32290.1	ENST00000290438	4	39	-1
15	74370950	74371030	ENSE00001785269	CCDS32290.1	ENST00000290438	3	81	-1
15	74574119	74574190	ENSE00001110723	CCDS42058.1	ENST00000398814	10	72	1
15	74625562	74625663	ENSE00001757172	CCDS42059.1	ENST00000268082	7	102	1
15	74626222	74626308	ENSE00001766428	"CCDS42058.1,CCDS42059.1"	"ENST00000398814,ENST00000268082"	"17,8"	87	1
15	74710218	74710310	ENSE00000698496	CCDS10262.1	ENST00000261918	4	93	-1
15	74710609	74710650	ENSE00000698495	CCDS10262.1	ENST00000261918	3	42	-1
15	74865203	74865274	ENSE00001258162	CCDS10264.1	ENST00000346246	3	72	1
15	75094338	75094424	ENSE00001245924	"CCDS10269.1,CCDS10269.1,CCDS10269.1"	"ENST00000439220,ENST00000220003,ENST00000309470"	"13,12,12"	87	1
15	75108768	75108875	ENSE00001607805	CCDS10270.1	ENST00000309664	3	108	1
15	75114170	75114241	ENSE00001722830	CCDS10270.1	ENST00000309664	10	72	1
15	75130092	75130139	ENSE00001674820	CCDS45305.1	ENST00000440863	14	48	-1
15	75146362	75146460	ENSE00000943447	CCDS10271.1	ENST00000268099	3	99	-1
15	75146922	75146990	ENSE00001162805	CCDS10271.1	ENST00000268099	2	69	-1
15	75335782	75335877	ENSE00001045762	CCDS10275.1	ENST00000342932	3	96	1
15	75575217	75575300	ENSE00002261641	CCDS45308.1	ENST00000434739	1	84	1
15	75579034	75579114	ENSE00001751265	CCDS45308.1	ENST00000434739	3	81	1
15	75579970	75580008	ENSE00001664668	CCDS45308.1	ENST00000434739	4	39	1
15	75580270	75580320	ENSE00001789984	CCDS45308.1	ENST00000434739	5	51	1
15	75581738	75581824	ENSE00001593058	CCDS45308.1	ENST00000434739	8	87	1
15	75581933	75582040	ENSE00001771435	CCDS45308.1	ENST00000434739	9	108	1
15	75583507	75583575	ENSE00001693343	CCDS45308.1	ENST00000434739	12	69	1
15	75630403	75630474	ENSE00001634115	"CCDS10277.1,CCDS10277.1"	"ENST00000267935,ENST00000480484"	"2,2"	72	1
15	75630696	75630761	ENSE00001729431	"CCDS10277.1,CCDS10277.1"	"ENST00000480484,ENST00000267935"	"3,3"	66	1
15	75653627	75653722	ENSE00001045243	CCDS32298.1	ENST00000267978	11	96	-1
15	75654196	75654288	ENSE00001045234	CCDS32298.1	ENST00000267978	9	93	-1
15	75673954	75674046	ENSE00001161565	"CCDS10279.1,CCDS10279.1,CCDS10279.1"	"ENST00000394947,ENST00000394949,ENST00000360439"	"18,18,18"	93	-1
15	75699396	75699485	ENSE00001162487	"CCDS10279.1,CCDS10279.1,CCDS10279.1"	"ENST00000360439,ENST00000394947,ENST00000394949"	"9,9,9"	90	-1
15	75816550	75816639	ENSE00001235373	CCDS10280.1	ENST00000306726	3	90	-1
15	75893479	75893559	ENSE00001161530	CCDS10281.1	ENST00000308588	8	81	-1
15	75897491	75897568	ENSE00001208428	CCDS10281.1	ENST00000308588	7	78	-1
15	75902231	75902335	ENSE00001295612	CCDS10281.1	ENST00000308588	4	105	-1
15	76146727	76146828	ENSE00001716762	"CCDS45309.1,CCDS10286.1"	"ENST00000426727,ENST00000267938"	"2,2"	102	1
15	76152219	76152323	ENSE00001634096	"CCDS10286.1,CCDS45309.1"	"ENST00000267938,ENST00000426727"	"3,3"	105	1
15	76161292	76161351	ENSE00000942714	"CCDS10286.1,CCDS45309.1"	"ENST00000267938,ENST00000426727"	"4,4"	60	1
15	76183260	76183355	ENSE00001642275	"CCDS10286.1,CCDS45309.1"	"ENST00000267938,ENST00000426727"	"11,11"	96	1
15	76462157	76462213	ENSE00001641604	CCDS10289.2	ENST00000388942	6	57	1
15	76518190	76518270	ENSE00001110853	"CCDS32299.1,CCDS45311.1"	"ENST00000267950,ENST00000433983"	"11,10"	81	-1
15	76523674	76523739	ENSE00001110851	"CCDS45311.1,CCDS32299.1"	"ENST00000433983,ENST00000267950"	"9,10"	66	-1
15	77320193	77320255	ENSE00000942724	CCDS45312.1	ENST00000379595	6	63	1
15	77320895	77320993	ENSE00000942725	CCDS45312.1	ENST00000379595	7	99	1
15	77323521	77323619	ENSE00000942728	CCDS45312.1	ENST00000379595	10	99	1
15	77344727	77344810	ENSE00000942843	"CCDS10292.1,CCDS10293.1"	"ENST00000267970,ENST00000346495"	"6,5"	84	-1
15	77346520	77346621	ENSE00000942839	"CCDS10292.1,CCDS10293.1"	"ENST00000267970,ENST00000346495"	"4,3"	102	-1
15	77348131	77348205	ENSE00000942837	CCDS10292.1	ENST00000267970	3	75	-1
15	78447555	78447617	ENSE00001102735	CCDS10297.1	ENST00000299518	2	63	1
15	78449890	78449973	ENSE00001102725	CCDS10297.1	ENST00000299518	3	84	1
15	78475047	78475127	ENSE00001102771	CCDS10298.1	ENST00000258873	6	81	-1
15	78782764	78782868	ENSE00000699456	CCDS10302.1	ENST00000258886	17	105	1
15	78878987	78879031	ENSE00001160322	CCDS10304.1	ENST00000299565	3	45	1
15	78910959	78911003	ENSE00000794039	CCDS10305.1	ENST00000326828	3	45	-1
15	78923630	78923674	ENSE00000794045	CCDS10306.1	ENST00000261751	3	45	-1
15	79069091	79069183	ENSE00000924454	CCDS32303.1	ENST00000388820	10	93	-1
15	79083482	79083565	ENSE00000924459	CCDS32303.1	ENST00000388820	5	84	-1
15	79184554	79184655	ENSE00001335505	"CCDS10307.1,CCDS32304.1"	"ENST00000331268,ENST00000426013"	"9,8"	102	1
15	79220055	79220123	ENSE00000699780	CCDS10308.1	ENST00000220166	9	69	-1
15	79224714	79224800	ENSE00000699786	CCDS10308.1	ENST00000220166	6	87	-1
15	79227320	79227424	ENSE00000699788	CCDS10308.1	ENST00000220166	5	105	-1
15	79264208	79264276	ENSE00000942887	"CCDS42065.1,CCDS45320.1,CCDS10309.1"	"ENST00000394745,ENST00000394741,ENST00000419573"	"13,26,27"	69	-1
15	79341838	79341930	ENSE00001683478	"CCDS45320.1,CCDS10309.1"	"ENST00000394741,ENST00000419573"	"4,4"	93	-1
15	80472466	80472567	ENSE00000699987	"CCDS10314.1,CCDS10314.1"	"ENST00000261755,ENST00000407106"	"12,13"	102	1
15	80847406	80847480	ENSE00001165456	CCDS32307.1	ENST00000303329	11	75	1
15	81234592	81234678	ENSE00000924492	"CCDS10315.1,CCDS10315.1,CCDS10315.1"	"ENST00000220244,ENST00000394685,ENST00000356249"	"26,27,27"	87	1
15	81427611	81427700	ENSE00001691622	CCDS42068.1	ENST00000286732	2	90	1
15	81595890	81595991	ENSE00001164897	"CCDS10317.1,CCDS42069.1"	"ENST00000394652,ENST00000302987"	"4,15"	102	1
15	81650743	81650841	ENSE00001377693	CCDS45324.1	ENST00000359440	6	99	-1
15	82638792	82638872	ENSE00001610343	CCDS45325.1	ENST00000439287	4	81	-1
15	82639058	82639117	ENSE00001756109	CCDS45325.1	ENST00000439287	3	60	-1
15	82724773	82724832	ENSE00001768614	CCDS45326.1	ENST00000300515	3	60	1
15	82725018	82725098	ENSE00001614749	CCDS45326.1	ENST00000300515	4	81	1
15	82822714	82822779	ENSE00001752950	CCDS10320.1	ENST00000330339	4	66	-1
15	83215191	83215271	ENSE00000700625	"CCDS42072.1,CCDS45329.1,CCDS45330.1"	"ENST00000398591,ENST00000450751,ENST00000423133"	"10,11,9"	81	-1
15	83346857	83346919	ENSE00000700742	CCDS45331.1	ENST00000261722	11	63	-1
15	83348481	83348552	ENSE00001270615	CCDS45331.1	ENST00000261722	10	72	-1
15	83357488	83357583	ENSE00001270663	CCDS45331.1	ENST00000261722	4	96	-1
15	83357910	83357984	ENSE00001270674	CCDS45331.1	ENST00000261722	3	75	-1
15	83455263	83455358	ENSE00001338936	CCDS45332.1	ENST00000334574	3	96	-1
15	83495162	83495248	ENSE00001753680	CCDS45333.1	ENST00000286760	7	87	1
15	83495503	83495598	ENSE00001184594	CCDS45333.1	ENST00000286760	8	96	1
15	83519903	83519983	ENSE00001159547	"CCDS45334.1,CCDS45337.1,CCDS45336.1,CCDS45335.1"	"ENST00000304231,ENST00000399166,ENST00000450735,ENST00000426485"	"8,8,8,8"	81	-1
15	83532919	83533011	ENSE00001185107	"CCDS45335.1,CCDS45334.1,CCDS45337.1,CCDS45336.1"	"ENST00000426485,ENST00000304231,ENST00000399166,ENST00000450735"	"4,4,4,4"	93	-1
15	83793424	83793528	ENSE00001103564	"CCDS45338.1,CCDS10323.1"	"ENST00000379384,ENST00000322019"	"7,7"	105	1
15	83795507	83795599	ENSE00001103568	CCDS10323.1	ENST00000322019	8	93	1
15	84228005	84228073	ENSE00001158966	CCDS10325.2	ENST00000427482	2	69	1
15	85451949	85452026	ENSE00001229416	"CCDS10334.1,CCDS10334.1"	"ENST00000394573,ENST00000286749"	"9,8"	78	1
15	85461755	85461835	ENSE00001229410	"CCDS10334.1,CCDS10334.1"	"ENST00000394573,ENST00000286749"	"10,9"	81	1
15	85464220	85464300	ENSE00001229401	"CCDS10334.1,CCDS10334.1"	"ENST00000286749,ENST00000394573"	"10,11"	81	1
15	85607601	85607657	ENSE00001764359	"CCDS10337.1,CCDS10336.1,CCDS10336.1"	"ENST00000339708,ENST00000310298,ENST00000394553"	"2,3,2"	57	1
15	86279321	86279365	ENSE00001747445	"CCDS45342.1,CCDS32319.1,CCDS32320.1"	"ENST00000394510,ENST00000394518,ENST00000361243"	"20,33,33"	45	1
15	86283453	86283503	ENSE00001637119	"CCDS45342.1,CCDS32319.1,CCDS32320.1"	"ENST00000394510,ENST00000394518,ENST00000361243"	"21,34,34"	51	1
15	88428925	88428966	ENSE00000943688	CCDS32322.1	ENST00000360948	17	42	-1
15	89020220	89020285	ENSE00001268021	"CCDS10343.1,CCDS10342.1"	"ENST00000353598,ENST00000325844"	"4,5"	66	1
15	89816608	89816700	ENSE00000943566	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"11,11"	93	1
15	89833444	89833512	ENSE00000943574	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"19,19"	69	1
15	89834844	89834945	ENSE00000943575	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"20,20"	102	1
15	89848572	89848640	ENSE00001329850	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"30,29"	69	1
15	89850707	89850760	ENSE00001291819	"CCDS10349.2,CCDS45346.1"	"ENST00000300027,ENST00000310775"	"32,33"	54	1
15	89850844	89850903	ENSE00001323307	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"34,33"	60	1
15	89856135	89856203	ENSE00001306722	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"35,34"	69	1
15	89857843	89857938	ENSE00001316627	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"36,35"	96	1
15	89858513	89858620	ENSE00001295685	"CCDS45346.1,CCDS10349.2"	"ENST00000310775,ENST00000300027"	"37,36"	108	1
15	89866635	89866742	ENSE00000943541	"CCDS10350.1,CCDS10350.1"	"ENST00000442287,ENST00000268124"	"13,13"	108	-1
15	89867046	89867132	ENSE00000943540	"CCDS10350.1,CCDS10350.1"	"ENST00000442287,ENST00000268124"	"12,12"	87	-1
15	90260142	90260180	ENSE00001294816	CCDS32326.1	ENST00000268130	7	39	1
15	90346470	90346535	ENSE00001263108	CCDS10356.1	ENST00000300060	10	66	-1
15	90346673	90346738	ENSE00001310488	CCDS10356.1	ENST00000300060	9	66	-1
15	90380847	90380954	ENSE00002384693	CCDS10357.1	ENST00000336418	5	108	-1
15	90414707	90414778	ENSE00002329011	CCDS10357.1	ENST00000336418	4	72	-1
15	90760999	90761061	ENSE00001717593	"CCDS45347.1,CCDS45347.1"	"ENST00000332496,ENST00000411539"	"4,3"	63	1
15	90763025	90763123	ENSE00001795344	"CCDS45347.1,CCDS45347.1"	"ENST00000332496,ENST00000411539"	"5,4"	99	1
15	90972821	90972898	ENSE00000943995	CCDS10362.1	ENST00000268182	4	78	1
15	91016947	91017030	ENSE00000944011	CCDS10362.1	ENST00000268182	20	84	1
15	91017128	91017199	ENSE00000944012	CCDS10362.1	ENST00000268182	21	72	1
15	91083271	91083369	ENSE00001741923	"CCDS32331.1,CCDS45348.1"	"ENST00000268184,ENST00000420329"	"2,2"	99	1
15	91181967	91182047	ENSE00001228723	"CCDS32331.1,CCDS45348.1"	"ENST00000268184,ENST00000420329"	"13,13"	81	1
15	91312363	91312461	ENSE00001317197	CCDS10363.1	ENST00000355112	11	99	1
15	91419485	91419583	ENSE00000943885	CCDS10364.1	ENST00000268171	3	99	1
15	91419692	91419787	ENSE00000943886	CCDS10364.1	ENST00000268171	4	96	1
15	91433631	91433714	ENSE00001734229	"CCDS10365.1,CCDS45351.1,CCDS45350.1,CCDS45351.1,CCDS45349.1"	"ENST00000328850,ENST00000450438,ENST00000394300,ENST00000414248,ENST00000444422"	"10,8,8,9,9"	84	1
15	91435288	91435341	ENSE00001605790	"CCDS45350.1,CCDS45351.1,CCDS45349.1,CCDS10365.1,CCDS45351.1"	"ENST00000394300,ENST00000414248,ENST00000444422,ENST00000328850,ENST00000450438"	"11,11,11,13,10"	54	1
15	91482961	91483053	ENSE00001108281	"CCDS10367.1,CCDS42082.1"	"ENST00000418476,ENST00000394275"	"5,8"	93	1
15	91512309	91512350	ENSE00001324989	CCDS32334.1	ENST00000394249	14	42	-1
15	91519906	91520001	ENSE00001314848	"CCDS45353.1,CCDS45352.1,CCDS32334.1"	"ENST00000361919,ENST00000361188,ENST00000394249"	"9,9,9"	96	-1
15	91543720	91543821	ENSE00001310040	CCDS10369.1	ENST00000333371	20	102	-1
15	91549203	91549289	ENSE00001323464	CCDS10369.1	ENST00000333371	12	87	-1
15	91550699	91550803	ENSE00001321802	CCDS10369.1	ENST00000333371	8	105	-1
15	91561035	91561115	ENSE00001296213	CCDS10369.1	ENST00000333371	2	81	-1
15	91803550	91803639	ENSE00001319883	"CCDS10370.1,CCDS10370.1"	"ENST00000330276,ENST00000394232"	"5,6"	90	1
15	93470474	93470560	ENSE00001169949	"CCDS45356.1,CCDS10374.2"	"ENST00000420239,ENST00000394196"	"4,4"	87	1
15	93498653	93498742	ENSE00001255150	CCDS10374.2	ENST00000394196	15	90	1
15	93518109	93518180	ENSE00001327422	CCDS10374.2	ENST00000394196	20	72	1
15	93524595	93524687	ENSE00001097863	CCDS10374.2	ENST00000394196	24	93	1
15	94857511	94857573	ENSE00001668096	CCDS32338.1	ENST00000357742	2	63	1
15	94888358	94888393	ENSE00001794737	CCDS32338.1	ENST00000357742	7	36	1
15	94942190	94942291	ENSE00000943876	CCDS32338.1	ENST00000357742	14	102	1
15	94943150	94943224	ENSE00000943877	CCDS32338.1	ENST00000357742	15	75	1
15	94986148	94986189	ENSE00000995527	CCDS32338.1	ENST00000357742	18	42	1
15	100243567	100243590	ENSE00001621136	CCDS45363.1	ENST00000449277	7	24	1
15	100673419	100673520	ENSE00001298459	CCDS10383.1	ENST00000268070	11	102	-1
15	100802557	100802640	ENSE00001179600	CCDS10383.1	ENST00000268070	5	84	-1
15	101016291	101016383	ENSE00001106664	"CCDS10384.1,CCDS10384.1"	"ENST00000538112,ENST00000284382"	"9,9"	93	-1
